id_empleado,id_trabajo,id_demografia,id_tiempo,id_soporte,nivel_estres,balance_work_life,productividad,indice_bienestar,accede_soporte,satisfaccion_laboral,fecha_registro
480cdb77c3a31f77,26,12,49,5,1,3,3,7.33,False,3,
bdfd7ed606a35b47,27,4,49,5,3,3,3,6.0,False,3,
9d1c4b48c0064389,8,1,49,1,5,3,3,4.67,True,3,
38e1df32973bc55b,13,20,49,5,1,3,3,7.33,False,3,
2c58729a860efd41,27,21,49,5,3,3,3,6.0,False,3,
d0d044c1c3192375,26,2,49,1,3,3,3,6.0,True,3,
887c515a39406d7b,3,2,49,1,3,3,3,6.0,True,3,
f0a5d6951ecf414b,3,12,49,5,1,3,3,7.33,False,3,
8ff7666d368fed1d,2,31,49,1,1,3,3,7.33,True,3,
071a41de5c86ca33,29,6,49,5,1,3,3,7.33,False,3,
6e8fcc8a99add1b9,33,11,49,5,1,3,3,7.33,False,3,
9640adac78a1e457,2,11,49,1,3,3,3,6.0,True,3,
a7cbeea0522ca16e,12,1,49,1,3,3,3,6.0,True,3,
a0ef76de588b313c,2,10,49,1,3,3,3,6.0,True,3,
69b47c5182717a84,63,2,49,5,3,3,3,6.0,False,3,
c62fc36b9a2643cc,26,21,49,1,3,3,3,6.0,True,3,
bd31c43748cad0ef,1,11,49,5,3,3,3,6.0,False,3,
9b1cb12bc00af889,11,4,49,1,3,3,3,6.0,True,3,
af0b455c89a272e6,6,11,49,5,3,3,3,6.0,False,3,
b4fc1e838d0899ea,47,27,49,1,5,3,3,4.67,True,3,
9cfa8d22dc8a2e3f,8,21,49,1,5,3,3,4.67,True,3,
80ecf9701b3a5f55,11,10,49,5,1,3,3,7.33,False,3,
32f8bdaf7eb82cca,5,3,49,5,3,3,3,6.0,False,3,
3e8dd7b323c4c945,13,11,49,1,3,3,3,6.0,True,3,
e785afdde11edba8,27,12,49,1,5,3,3,4.67,True,3,
27ca60162c8ad6cd,6,12,49,1,5,3,3,4.67,True,3,
4df0526a84352d88,5,12,49,5,3,3,3,6.0,False,3,
8deb4b1eb9c2f845,27,31,49,1,5,3,3,4.67,True,3,
17fd3da3ea0819c2,5,1,49,5,5,3,3,4.67,False,3,
42ddfcb70d690d28,16,21,49,1,3,3,3,6.0,True,3,
80856aa37de92765,33,20,49,1,5,3,3,4.67,True,3,
d215ab6081893eea,12,31,49,5,1,3,3,7.33,False,3,
fab1a9ae47c98a48,3,2,49,5,5,3,3,4.67,False,3,
84404281b4ac219f,4,6,49,1,5,3,3,4.67,True,3,
cf6b0f85bbf23594,3,3,49,1,5,3,3,4.67,True,3,
65612d479d9a3e88,1,13,49,1,5,3,3,4.67,True,3,
5eefad264e7f8464,21,54,49,1,1,3,3,7.33,True,3,
190443279281349a,63,31,49,5,1,3,3,7.33,False,3,
35e44613b70116ed,8,3,49,5,1,3,3,7.33,False,3,
184aabf2deeffb42,3,12,49,1,3,3,3,6.0,True,3,
701a90ccf034c4a7,13,10,49,1,5,3,3,4.67,True,3,
2958febef9d42dc1,1,11,49,1,1,3,3,7.33,True,3,
d3f9a5cb52888814,27,12,49,5,3,3,3,6.0,False,3,
a4665f192acc1c1b,8,21,49,5,5,3,3,4.67,False,3,
8b414b5076f50745,29,31,49,5,3,3,3,6.0,False,3,
c97b9865b3dd7362,47,1,49,1,5,3,3,4.67,True,3,
0681647e95dba849,17,12,49,5,5,3,3,4.67,False,3,
b40303e326e724fc,33,2,49,5,1,3,3,7.33,False,3,
ac12ffbe9db687fc,1,56,49,5,5,3,3,4.67,False,3,
fee140aae23b67fd,6,20,49,5,1,3,3,7.33,False,3,
eba8fc0eb397bb53,26,2,49,5,1,3,3,7.33,False,3,
508cdb9a3cffe3e0,6,56,49,5,3,3,3,6.0,False,3,
5940f1806b4b66cf,8,2,49,5,3,3,3,6.0,False,3,
150dc947a62a1730,12,12,49,5,5,3,3,4.67,False,3,
828bbb67b8093ee6,6,12,49,5,5,3,3,4.67,False,3,
962dbac802905a13,63,56,49,1,5,3,3,4.67,True,3,
929fa448d507d544,3,12,49,1,1,3,3,7.33,True,3,
a194d7c62c7f80f6,26,6,49,1,5,3,3,4.67,True,3,
ec49125a4bc28904,29,6,49,1,3,3,3,6.0,True,3,
64cca02e932779d3,1,1,49,5,5,3,3,4.67,False,3,
7c889f389deb3db1,16,11,49,5,3,3,3,6.0,False,3,
e521813cb3bb5358,11,31,49,5,1,3,3,7.33,False,3,
791dc86e0b5b588c,3,12,49,1,5,3,3,4.67,True,3,
37d42a49c512a8fe,11,56,49,5,1,3,3,7.33,False,3,
09e5ab5691a03fcd,15,13,49,1,1,3,3,7.33,True,3,
b568e0913d17ba65,27,1,49,1,1,3,3,7.33,True,3,
3fb3b104a9e797b1,16,27,49,5,5,3,3,4.67,False,3,
31be61333ac40553,17,20,49,1,3,3,3,6.0,True,3,
f9e3d515c16470f2,4,3,49,5,3,3,3,6.0,False,3,
83a8d705bb492b79,47,13,49,5,5,3,3,4.67,False,3,
26c8e2f05550191a,14,13,49,1,3,3,3,6.0,True,3,
21fa09d6f63ff1a1,12,12,49,1,3,3,3,6.0,True,3,
1cac62b9533b275b,8,6,49,5,5,3,3,4.67,False,3,
75fbd4ce3d69d324,21,1,49,1,5,3,3,4.67,True,3,
dd6afe3e42ac4f84,26,56,49,1,5,3,3,4.67,True,3,
9f2f27ef1c0e51d7,5,3,49,1,1,3,3,7.33,True,3,
cf8e4499684786f3,33,6,49,1,5,3,3,4.67,True,3,
0dc8b1e2cc21f01f,63,6,49,5,1,3,3,7.33,False,3,
21673ff28eac338e,27,10,49,1,3,3,3,6.0,True,3,
7b156cb089f80338,11,13,49,1,5,3,3,4.67,True,3,
872639abc1d578df,5,13,49,5,3,3,3,6.0,False,3,
52bae103c0d6ffe2,21,27,49,1,1,3,3,7.33,True,3,
7a5f71219bbdba72,47,12,49,5,3,3,3,6.0,False,3,
368c9db3a2922bd2,33,12,49,1,1,3,3,7.33,True,3,
461449f79902921c,27,20,49,5,3,3,3,6.0,False,3,
549a2fa9d913ef98,14,1,49,1,1,3,3,7.33,True,3,
b6aa9e79b884947e,63,54,49,5,3,3,3,6.0,False,3,
0ab613838936eeb3,2,11,49,5,3,3,3,6.0,False,3,
ad98c8c44c3d037b,16,20,49,5,5,3,3,4.67,False,3,
f1ea240670ebc8de,2,11,49,1,3,3,3,6.0,True,3,
8d90fe68e8e25ee9,47,3,49,5,5,3,3,4.67,False,3,
7882b9780b9ba6fe,3,2,49,1,1,3,3,7.33,True,3,
64d6ae325771b91a,17,12,49,1,5,3,3,4.67,True,3,
a5b9629097e4c726,1,2,49,1,1,3,3,7.33,True,3,
5072e8f9d8017837,14,13,49,5,5,3,3,4.67,False,3,
795e47fdc281b85d,4,3,49,5,1,3,3,7.33,False,3,
cb00e5481dfdddb4,47,2,49,5,5,3,3,4.67,False,3,
f951c8c1f0b13bc3,13,1,49,1,3,3,3,6.0,True,3,
961958a7ab03ecdf,1,12,49,5,1,3,3,7.33,False,3,
391337ee2c2bb577,11,5,49,1,1,3,3,7.33,True,3,
1fdd03a675960cb5,29,27,49,1,5,3,3,4.67,True,3,
85b133fee9c0d01e,5,54,49,1,1,3,3,7.33,True,3,
4545c9ee905f5cf3,13,27,49,1,5,3,3,4.67,True,3,
e8966ed1a4f74aef,13,27,49,5,1,3,3,7.33,False,3,
8be0144ce699936a,1,56,49,5,3,3,3,6.0,False,3,
220f486cd74d2642,13,2,49,1,3,3,3,6.0,True,3,
d16725d50e747a77,13,5,49,1,1,3,3,7.33,True,3,
606b4f838276828b,26,10,49,5,1,3,3,7.33,False,3,
b9c22ad41f55189d,63,6,49,5,5,3,3,4.67,False,3,
4d64c7ed8925a5ea,63,5,49,5,5,3,3,4.67,False,3,
79d0f0476728228c,8,20,49,1,1,3,3,7.33,True,3,
0e7f1a8bd35df84f,26,11,49,5,5,3,3,4.67,False,3,
3781b973d9b631d5,6,12,49,5,3,3,3,6.0,False,3,
e77a09aa1de1c93a,3,12,49,1,5,3,3,4.67,True,3,
eb322ad48e55aef9,12,6,49,5,5,3,3,4.67,False,3,
e0ec07b2c067dc56,14,12,49,5,3,3,3,6.0,False,3,
9ffe5500a4852d99,26,54,49,5,3,3,3,6.0,False,3,
9b4a6af9ae6bb7a1,14,12,49,1,1,3,3,7.33,True,3,
2dba0363195e5036,17,12,49,1,1,3,3,7.33,True,3,
2a60975600c8b421,15,2,49,5,5,3,3,4.67,False,3,
8c57c56dc209377c,16,1,49,1,3,3,3,6.0,True,3,
b909011f836c7b9e,14,1,49,1,1,3,3,7.33,True,3,
2918f88451f2bba3,15,5,49,5,1,3,3,7.33,False,3,
4a7460772c15c108,27,4,49,5,3,3,3,6.0,False,3,
e8c4cae34027a847,63,6,49,5,3,3,3,6.0,False,3,
4ef504b44c1fc63a,33,3,49,1,5,3,3,4.67,True,3,
9d3edfcf401a6576,17,1,49,1,1,3,3,7.33,True,3,
202e9c773e9af092,16,1,49,1,1,3,3,7.33,True,3,
8b786681c34f5373,14,3,49,5,3,3,3,6.0,False,3,
684377e19f3824b6,4,13,49,5,3,3,3,6.0,False,3,
320486cf555d32ec,1,21,49,5,5,3,3,4.67,False,3,
183ec2189d3731d3,3,6,49,1,3,3,3,6.0,True,3,
565d005d14493468,2,1,49,1,3,3,3,6.0,True,3,
601b3d3d29d2f7c1,13,6,49,1,1,3,3,7.33,True,3,
70ceb3d530e08872,26,4,49,1,1,3,3,7.33,True,3,
fbb930a79f1bf675,29,56,49,5,5,3,3,4.67,False,3,
1dfbf1fd5001e532,14,1,49,5,3,3,3,6.0,False,3,
2fc959a20b56dce6,13,2,49,5,3,3,3,6.0,False,3,
2d16435268f7571e,14,11,49,1,3,3,3,6.0,True,3,
097de64e26d78f03,5,11,49,5,5,3,3,4.67,False,3,
cacbe8bb99dd570d,6,11,49,5,5,3,3,4.67,False,3,
ed742f3fc43705c5,47,5,49,1,1,3,3,7.33,True,3,
dce307c793a21a79,63,13,49,5,1,3,3,7.33,False,3,
e1312bb3347b5c9f,21,10,49,1,3,3,3,6.0,True,3,
cccdcae6424bf076,26,21,49,5,3,3,3,6.0,False,3,
997a12515467cc86,29,20,49,5,3,3,3,6.0,False,3,
2924f015eba611d1,17,56,49,5,3,3,3,6.0,False,3,
5cb7f90980edd967,47,5,49,5,3,3,3,6.0,False,3,
a2dde7523d496ac8,26,27,49,1,1,3,3,7.33,True,3,
fcb8b71c915f687e,14,6,49,1,1,3,3,7.33,True,3,
ba8f08c5b74ec9d3,15,54,49,1,5,3,3,4.67,True,3,
79c501d24ec40c6c,11,21,49,5,5,3,3,4.67,False,3,
0905c96304fb778c,3,11,49,5,3,3,3,6.0,False,3,
ed52a08b3b65d048,15,31,49,5,3,3,3,6.0,False,3,
8af09f19d87978c7,6,2,49,5,1,3,3,7.33,False,3,
199b9717054b9a62,12,20,49,5,1,3,3,7.33,False,3,
eacf952fa4eebb6e,29,2,49,5,3,3,3,6.0,False,3,
5d610a20fa34f3aa,4,54,49,1,1,3,3,7.33,True,3,
428f76467129c183,29,12,49,1,1,3,3,7.33,True,3,
91ccfb4d73daed6a,15,4,49,5,1,3,3,7.33,False,3,
e9b1b92b5509a7f7,33,5,49,1,5,3,3,4.67,True,3,
abfa30c475a13a60,12,12,49,5,3,3,3,6.0,False,3,
c2b927aa6afeeb36,8,4,49,1,5,3,3,4.67,True,3,
acc58e1f79d571e5,8,3,49,5,1,3,3,7.33,False,3,
4de614c8c5d8fbe7,8,27,49,5,5,3,3,4.67,False,3,
dc81aefd67f50588,1,1,49,1,1,3,3,7.33,True,3,
0c41bee432719e2b,13,6,49,5,1,3,3,7.33,False,3,
a5aae10518ad9379,33,1,49,5,3,3,3,6.0,False,3,
2caf6c8a4ff01184,17,54,49,5,3,3,3,6.0,False,3,
e9f5da4286fb6b90,17,1,49,1,1,3,3,7.33,True,3,
06cee3958bba3019,47,2,49,5,1,3,3,7.33,False,3,
792bb170563491a9,14,20,49,5,1,3,3,7.33,False,3,
84f3558a2efb6f39,21,11,49,5,3,3,3,6.0,False,3,
4c392c1ae140675d,6,2,49,5,5,3,3,4.67,False,3,
7d0a91e3a7bfb603,5,31,49,1,5,3,3,4.67,True,3,
38d7787f7f298849,21,12,49,1,5,3,3,4.67,True,3,
b9f9f28378292be8,33,3,49,5,1,3,3,7.33,False,3,
299511a2da1bb557,27,56,49,1,1,3,3,7.33,True,3,
a25b331a4419e189,16,21,49,1,3,3,3,6.0,True,3,
f608ac1173e014c7,29,31,49,1,3,3,3,6.0,True,3,
8e3d03de12a46a4b,5,27,49,5,3,3,3,6.0,False,3,
34c358343ff964ec,14,13,49,1,1,3,3,7.33,True,3,
c221d45d99b43d53,27,56,49,5,3,3,3,6.0,False,3,
0ed0c982bf159eb8,26,54,49,5,1,3,3,7.33,False,3,
8a3819f65ea71fb5,14,12,49,5,1,3,3,7.33,False,3,
60fe477baeb49721,13,2,49,1,5,3,3,4.67,True,3,
9f35f1aaa2f15a02,27,12,49,5,1,3,3,7.33,False,3,
77cfe4bead57cb18,11,54,49,5,1,3,3,7.33,False,3,
88aa8378ada0f1ad,1,4,49,5,3,3,3,6.0,False,3,
c9ebd682748be514,33,13,49,1,3,3,3,6.0,True,3,
09762648cfa86668,2,3,49,1,1,3,3,7.33,True,3,
1a8a1b6d6a73e34b,14,6,49,5,1,3,3,7.33,False,3,
7bd41729a7838def,17,54,49,5,5,3,3,4.67,False,3,
b1470081d239ef59,8,3,49,1,5,3,3,4.67,True,3,
114b0143fe87c7b4,47,11,49,5,3,3,3,6.0,False,3,
35d831d5c8b664ff,15,1,49,5,5,3,3,4.67,False,3,
c050190b2c1abde0,4,3,49,1,5,3,3,4.67,True,3,
a657ecff2f395ed0,6,21,49,1,1,3,3,7.33,True,3,
7f63dcec6e5fb38b,16,20,49,5,1,3,3,7.33,False,3,
74674f1c3fc2fa56,8,54,49,1,3,3,3,6.0,True,3,
322293eb537114ee,33,12,49,5,3,3,3,6.0,False,3,
50543a3dcee5d63e,14,12,49,1,1,3,3,7.33,True,3,
c8079c33dc57dd50,14,6,49,1,5,3,3,4.67,True,3,
c61727217773005f,3,54,49,1,5,3,3,4.67,True,3,
f669ed8ddd74313c,6,11,49,1,1,3,3,7.33,True,3,
a25f598a0cf55435,2,12,49,5,3,3,3,6.0,False,3,
1b257b5818fe9e73,3,12,49,1,3,3,3,6.0,True,3,
31a2ad136f4dd6f6,3,54,49,1,3,3,3,6.0,True,3,
4f92fa2acb22d0fd,27,1,49,5,3,3,3,6.0,False,3,
a6916da67aede6a9,1,54,49,5,3,3,3,6.0,False,3,
7aecf6c48a58087a,47,27,49,5,3,3,3,6.0,False,3,
d259f591bb4fcda5,47,2,49,1,3,3,3,6.0,True,3,
dd1d46b4504b373e,8,3,49,5,5,3,3,4.67,False,3,
4c2257167532b888,4,2,49,5,1,3,3,7.33,False,3,
e7b2503fbc966e4e,17,56,49,5,3,3,3,6.0,False,3,
c3659271563b6705,21,2,49,5,3,3,3,6.0,False,3,
a00db1a475b8cc1c,33,1,49,5,3,3,3,6.0,False,3,
bad7e7a2c6ba3865,27,1,49,1,3,3,3,6.0,True,3,
70f1bec6ecc371ba,14,20,49,5,3,3,3,6.0,False,3,
05b5c05168ef1adc,5,6,49,5,3,3,3,6.0,False,3,
2a1ce0e262e4752e,27,13,49,5,3,3,3,6.0,False,3,
6b5f1f32f0a55f3b,3,56,49,1,5,3,3,4.67,True,3,
acbd09a30b3aff6e,4,6,49,1,5,3,3,4.67,True,3,
6ab7caed298abf48,63,11,49,1,3,3,3,6.0,True,3,
a8b9801783550336,16,2,49,1,3,3,3,6.0,True,3,
d8aff2bb21205928,63,2,49,5,5,3,3,4.67,False,3,
b2c34d3ec17f01eb,5,11,49,5,1,3,3,7.33,False,3,
c6698a4037fd8281,4,1,49,1,1,3,3,7.33,True,3,
d09af6b2e5dfc89d,33,2,49,5,5,3,3,4.67,False,3,
d458a25c16fb7f54,16,31,49,5,1,3,3,7.33,False,3,
d12a9ebab3d39fd1,4,56,49,1,3,3,3,6.0,True,3,
c5a951a2a1e8c812,1,3,49,5,3,3,3,6.0,False,3,
a426db4831764c92,3,2,49,1,1,3,3,7.33,True,3,
e31009e6725f812e,47,4,49,5,3,3,3,6.0,False,3,
bbbf5c44c3dae057,2,31,49,5,3,3,3,6.0,False,3,
c296e81cb8570116,16,2,49,1,5,3,3,4.67,True,3,
123c322971b11d25,14,11,49,5,1,3,3,7.33,False,3,
caace6983e0e7b65,4,2,49,1,3,3,3,6.0,True,3,
14816bfd631de276,13,12,49,5,3,3,3,6.0,False,3,
8b25465e1e9c407a,1,12,49,1,5,3,3,4.67,True,3,
87e51f12783ac4b2,6,12,49,5,1,3,3,7.33,False,3,
48d280c2617e8af2,15,3,49,5,3,3,3,6.0,False,3,
a0b73386cf8e4a88,6,4,49,5,5,3,3,4.67,False,3,
edbd98372bd3dcd5,6,2,49,1,5,3,3,4.67,True,3,
200a777c0063d82b,3,12,49,1,3,3,3,6.0,True,3,
21c18572ac5602f8,26,31,49,1,1,3,3,7.33,True,3,
78390124b12351e2,1,4,49,5,1,3,3,7.33,False,3,
34a90103cc220689,12,3,49,1,1,3,3,7.33,True,3,
c0cec4d754cd78f2,6,13,49,5,1,3,3,7.33,False,3,
e13ebedefb6d45b1,16,2,49,5,3,3,3,6.0,False,3,
b32525e2e6cbb1c3,11,10,49,5,1,3,3,7.33,False,3,
897d83e50fa1fc2b,63,27,49,5,1,3,3,7.33,False,3,
871acbc4a2fc9c9c,15,11,49,1,3,3,3,6.0,True,3,
1944c3f1cc2402fd,2,1,49,1,3,3,3,6.0,True,3,
8e36bdb9c34cd4aa,21,12,49,5,5,3,3,4.67,False,3,
1e2da6cfdc351c59,47,6,49,1,5,3,3,4.67,True,3,
790b333e06210702,15,12,49,1,3,3,3,6.0,True,3,
a0238719051e8c60,4,1,49,1,5,3,3,4.67,True,3,
7d03e07a14475c65,14,2,49,1,1,3,3,7.33,True,3,
2e14cd22d49281be,5,5,49,1,3,3,3,6.0,True,3,
4a87231e0ec6d448,63,12,49,1,1,3,3,7.33,True,3,
150cfc69a11fad44,47,12,49,1,3,3,3,6.0,True,3,
08ebf9a5a47f02b6,29,2,49,1,1,3,3,7.33,True,3,
6a2220b01e2da6a6,4,27,49,5,3,3,3,6.0,False,3,
ab352f1805da54de,29,6,49,1,1,3,3,7.33,True,3,
f03774f22907fe51,27,56,49,1,5,3,3,4.67,True,3,
e33b46c8f4376bdf,47,5,49,1,3,3,3,6.0,True,3,
a52debb82e64a58f,33,2,49,5,3,3,3,6.0,False,3,
46cd7dfe5a0d0a75,29,31,49,1,1,3,3,7.33,True,3,
11f468495a883bf0,47,4,49,1,3,3,3,6.0,True,3,
32e35e82e52753ea,17,12,49,5,1,3,3,7.33,False,3,
aedaaffa90550d00,21,1,49,1,1,3,3,7.33,True,3,
f0e2acb71c726196,12,12,49,1,1,3,3,7.33,True,3,
f7d6566b7911977e,17,6,49,5,3,3,3,6.0,False,3,
3259aafb806c0990,17,31,49,1,1,3,3,7.33,True,3,
1091379f07a7d2ef,12,2,49,1,3,3,3,6.0,True,3,
a6c31d2299610ddb,63,27,49,5,5,3,3,4.67,False,3,
ae12ad6c458b2540,8,54,49,1,1,3,3,7.33,True,3,
c17f9f3bec4b8ae5,12,3,49,5,5,3,3,4.67,False,3,
1b3d9e88c34253f7,16,54,49,1,5,3,3,4.67,True,3,
0d1d70d7ab387e9a,26,6,49,1,5,3,3,4.67,True,3,
a3a6823895303fc7,5,3,49,1,1,3,3,7.33,True,3,
e16aa75246cb66ef,47,12,49,5,1,3,3,7.33,False,3,
d02954343791a436,47,4,49,1,3,3,3,6.0,True,3,
65ed28d266d723b8,8,2,49,1,3,3,3,6.0,True,3,
8e1eaed9fc60a3fe,29,54,49,5,5,3,3,4.67,False,3,
c20de5794a753782,3,12,49,1,5,3,3,4.67,True,3,
98c22a72b82928ad,6,2,49,1,1,3,3,7.33,True,3,
5fd08d61bcee4c0b,29,21,49,1,5,3,3,4.67,True,3,
86eb77196508d586,12,3,49,5,3,3,3,6.0,False,3,
2e55f4580028d2d8,63,13,49,5,1,3,3,7.33,False,3,
f1b6019226650935,29,6,49,5,5,3,3,4.67,False,3,
bd0497e209b10d8e,33,10,49,1,5,3,3,4.67,True,3,
fd7a7d2011abedff,63,2,49,1,1,3,3,7.33,True,3,
cc08e9544dd3a0f7,4,5,49,1,3,3,3,6.0,True,3,
fc5e73f9fa1fdecf,11,21,49,1,5,3,3,4.67,True,3,
de3949fd09052144,1,56,49,5,1,3,3,7.33,False,3,
c689842debaf47ed,47,10,49,5,5,3,3,4.67,False,3,
09f457d836294767,47,12,49,1,3,3,3,6.0,True,3,
537adcd1ce54b0fe,4,12,49,1,5,3,3,4.67,True,3,
deb2cdc4cd794f47,12,2,49,1,1,3,3,7.33,True,3,
23b4cf126d5b48be,8,12,49,1,3,3,3,6.0,True,3,
62797e0cbdeee9ee,33,6,49,1,5,3,3,4.67,True,3,
ab6f15473730c478,26,3,49,5,3,3,3,6.0,False,3,
5203cd3dd296dc7b,27,6,49,5,1,3,3,7.33,False,3,
fe9b83c4819a22d4,12,12,49,1,3,3,3,6.0,True,3,
47c7545d86a6a638,47,56,49,1,3,3,3,6.0,True,3,
7f495b78539135dc,16,20,49,1,1,3,3,7.33,True,3,
a0d97a440d2c3455,11,2,49,5,1,3,3,7.33,False,3,
a2341c5020592ed7,33,31,49,1,3,3,3,6.0,True,3,
2cb69408265fd17c,33,20,49,5,3,3,3,6.0,False,3,
adfaa9f5a3b4e83a,63,1,49,1,3,3,3,6.0,True,3,
d8fecaffd2c72604,27,2,49,5,3,3,3,6.0,False,3,
c05bea360fe717a8,12,13,49,1,3,3,3,6.0,True,3,
efba6ab7f9da0676,8,6,49,1,3,3,3,6.0,True,3,
82eff07fbafeddb6,29,20,49,1,5,3,3,4.67,True,3,
bcdac84fc5325292,12,12,49,5,1,3,3,7.33,False,3,
b54050b72feb0817,6,6,49,5,3,3,3,6.0,False,3,
8163433f81c81b06,8,4,49,5,3,3,3,6.0,False,3,
7ff0086b187bbad6,6,1,49,5,3,3,3,6.0,False,3,
cb452a8e066e4148,33,21,49,1,5,3,3,4.67,True,3,
27cca0236c58de66,47,12,49,5,1,3,3,7.33,False,3,
bd3221b0ad5eb3b6,26,11,49,1,3,3,3,6.0,True,3,
4b18f0b6a1727d0d,26,1,49,5,3,3,3,6.0,False,3,
4bb13b35a15fc1c9,47,12,49,5,5,3,3,4.67,False,3,
1c67c80db376087f,16,11,49,1,3,3,3,6.0,True,3,
d29792b2083ecdac,1,11,49,1,5,3,3,4.67,True,3,
4631088e8088328e,6,11,49,5,1,3,3,7.33,False,3,
4bbfbdb7cd53d0bf,6,6,49,5,3,3,3,6.0,False,3,
68e449c25d8a021a,16,13,49,5,5,3,3,4.67,False,3,
4cbacffaae38bdd4,16,12,49,1,5,3,3,4.67,True,3,
59b02578da0bc00b,13,54,49,5,5,3,3,4.67,False,3,
177566280d1c7dd7,47,56,49,1,3,3,3,6.0,True,3,
ab139e630e3c696f,47,20,49,5,3,3,3,6.0,False,3,
db8ccc8d45da4d96,12,3,49,5,1,3,3,7.33,False,3,
418da6cc1ad4bd3f,47,1,49,1,3,3,3,6.0,True,3,
2e642f21b252a84f,2,31,49,1,5,3,3,4.67,True,3,
45ecd0992245c7e7,16,11,49,5,5,3,3,4.67,False,3,
0ae829c19b5f5a0f,5,12,49,1,3,3,3,6.0,True,3,
777eaf55960cc18c,63,12,49,5,5,3,3,4.67,False,3,
4e968cc4fe049300,13,21,49,1,5,3,3,4.67,True,3,
2db66673f2ccaa01,27,4,49,5,3,3,3,6.0,False,3,
ca1d2819f034c8a5,12,3,49,5,3,3,3,6.0,False,3,
957e20e08123d04d,15,21,49,5,3,3,3,6.0,False,3,
e9f11d4deceea2e2,27,12,49,5,1,3,3,7.33,False,3,
e67d7ee37687baf0,26,10,49,1,1,3,3,7.33,True,3,
aa288789e01a4f0d,63,11,49,1,3,3,3,6.0,True,3,
101c57d7d8cf03b9,1,12,49,5,3,3,3,6.0,False,3,
bf88e855e5da9929,12,13,49,5,1,3,3,7.33,False,3,
765802dc63c92f57,21,4,49,5,5,3,3,4.67,False,3,
e2111a6bf638ad71,14,1,49,5,3,3,3,6.0,False,3,
